X;Y;Z;Temperature;rho;cp
0,05890131331445529;0,002783924671928901;-0,0039181811314926976;-20,07561203;1095,1915321323297;4,452751178295607
0,03269158593587829;-0,025653035081153495;-0,0244880925807403;-20,12036709;1095,167060934318;4,4556275039964675
0,030194945645691813;-0,009503702207138892;0,026965153219166874;-20,12598593;1095,164016638594;4,4559827542447294
0,004466278696368427;-0,024553884454730713;0,01047417052630186;-20,16837096;1095,1412527670764;4,458619855331108
0,025019715995790753;0,013143458370702313;0,026239104721748837;-20,13639212;1095,158394992716;4,456637200882781
0,04503419568741189;0,01826905389450813;-0,0016389795678778823;-20,09992995;1095,1781863978035;4,454324301656648
0,05405940876278997;-0,019744268489504113;-0,0059946178327891075;-20,08377568;1095,1870388367201;4,453281990880718
0,05641746227223557;-0,010148673994685345;0,014443996381123038;-20,07997267;1095,1891303832333;4,453035052590387
0,026979047285219496;-0,029565635130918914;0,015171703350600235;-20,13046061;1095,161596704984;4,456264722574332
0,09784630196285145;0,004939019870663804;-0,003555310661433869;-20,00777972;1095,2293796263336;4,448236225297833
0,0030065356661400904;0,028113259129532865;-0,013400020569873704;-20,17196317;1095,139339727609;4,4588398646529015
0,02235065899305283;0,012082996922597521;0,024744078825815467;-20,14110615;1095,1558553957193;4,4569321738579575
0,03249695120714227;-0,008972070880929675;0,02339625812067627;-20,12185854;1095,1662522570423;4,455721929016335
0,034159433644886966;-0,011362415127874666;0,02367045107424929;-20,1188754;1095,1678701845656;4,4555329706835
0,09018175739467153;0,031774310686436144;-0,023647464870209543;-20,02120222;1095,2218176960387;4,449144285310467
0,05810411215861677;0,003604516581248664;-0,0016935783581038092;-20,07702771;1095,1907519956571;4,4528434227923555
0,017841655655892276;-0,027970343920731756;-0,002928095338593839;-20,14561592;1095,153429934851;4,457213492002921
0,043884192462140106;-0,005113093734174412;0,005521794431983744;-20,10171463;1095,177211576566;4,454438793252521
0,03572475941870354;0,03096306138497855;0,019159166572300827;-20,11689577;1095,1689448186582;4,4554073725428225
0,011170145213646074;0,004651719545380601;-0,03535428109509209;-20,15909445;1095,1462047259795;4,458049169374455
0,036249565724988976;0,039381549437392;0,007631737381278245;-20,11559256;1095,1696526814887;4,455324601281866
0,05303181874836359;-0,0322779289141507;-0,0020118252480414685;-20,08547602;1095,1861046274466;4,453392205916245
0,04440580881986191;0,0064382658590518595;0,026564219335664108;-20,10144174;1095,177360592798;4,454421295202252
0,0859557025273838;-0,005586008551635995;0,01200653530774734;-20,02854178;1095,217697957428;4,449637787070884
0,014737983754397107;0,015922483732061357;-0,030548303083872984;-20,15296719;1095,1494848347072;4,45767022580705
0,020730881526253866;-0,009898426729739184;-0,027076849838549515;-20,14116245;1095,1558250921205;4,456935691040883
0,03827319001907496;0,03874046073839539;0,00819382728209538;-20,1120548;1095,1715759817455;4,455099549377017
0,037857631613888304;0,02980809023472379;0,018721543264658285;-20,11309456;1095,1710104597541;4,45516574694723
0,05584937593815693;-0,018009882363413894;-0,006152165325981594;-20,0806968;1095,1887319116745;4,453082117683024
0,07806168021010215;0,01876964516510913;0,005557624518975364;-20,04239544;1095,209951091947;4,45056340694164
0,07994355014687068;0,017625406600254558;0,004604022792755824;-20,03910159;1095,2117895229296;4,450344029877456
0,054864681679631024;-0,03630348691528037;0,020329876711744597;-20,08247618;1095,1877532007488;4,453197678127928
0,08526052953382923;0,01415932901435964;-0,0030912365633864835;-20,02976453;1095,217012670528;4,449719793112088
0,028781378062794485;0,020887583580817753;0,02754414651553061;-20,12976433;1095,161972998954;4,456220901917092
