X;Y;Z;Temperature;rho;cp
0,05890131331445529;0,002783924671928901;-0,0039181811314926976;-25,32975623;1094,5079077020544;4,057909547426618
0,03269158593587829;-0,025653035081153495;-0,0244880925807403;-28,53664663;1095,4335533050748;3,303954312970859
0,030194945645691813;-0,009503702207138892;0,026965153219166874;-28,9127608;1095,5656656856643;3,2176194494846584
0,004466278696368427;-0,024553884454730713;0,01047417052630186;-31,93020227;1096,5596327532078;2,7239421220692748
0,025019715995790753;0,013143458370702313;0,026239104721748837;-29,6335784;1095,8203455775633;3,0631282882040978
0,04503419568741189;0,01826905389450813;-0,0016389795678778823;-27,04677831;1094,941515806734;3,6641192741251984
0,05405940876278997;-0,019744268489504113;-0,0059946178327891075;-25,90195524;1094,6302791312205;3,934101118089785
0,05641746227223557;-0,010148673994685345;0,014443996381123038;-25,63552683;1094,5701317729392;3,992978618916055
0,026979047285219496;-0,029565635130918914;0,015171703350600235;-29,23985657;1095,6813211369274;3,145481777545484
0,09784630196285145;0,004939019870663804;-0,003555310661433869;-20,53982901;1094,9566611107205;4,478330365194232
0,0030065356661400904;0,028113259129532865;-0,013400020569873704;-32,18402516;1096,6269257224217;2,7048035215420327
0,02235065899305283;0,012082996922597521;0,024744078825815467;-29,97777327;1095,9407328760283;2,9958407692131175
0,03249695120714227;-0,008972070880929675;0,02339625812067627;-28,61655088;1095,4614883926508;3,2853507726377416
0,034159433644886966;-0,011362415127874666;0,02367045107424929;-28,40599313;1095,3880795772163;3,3346384093262884
0,09018175739467153;0,031774310686436144;-0,023647464870209543;-21,50420771;1094,5959289340528;4,497084006821197
0,05810411215861677;0,003604516581248664;-0,0016935783581038092;-25,4248944;1094,526454204651;4,038033327587527
0,017841655655892276;-0,027970343920731756;-0,002928095338593839;-30,29844803;1096,0511114210306;2,9376523074393504
0,043884192462140106;-0,005113093734174412;0,005521794431983744;-27,16681173;1094,9782669351139;3,634865997377972
0,03572475941870354;0,03096306138497855;0,019159166572300827;-28,26559801;1095,3395453995724;3,367938544193777
0,011170145213646074;0,004651719545380601;-0,03535428109509209;-31,24589896;1096,3601689208904;2,795310870435685
0,036249565724988976;0,039381549437392;0,007631737381278245;-28,14596675;1095,2985030987677;3,396546926347611
0,05303181874836359;-0,0322779289141507;-0,0020118252480414685;-26,02947114;1094,6608928544063;3,905254133202263
0,04440580881986191;0,0064382658590518595;0,026564219335664108;-27,19681324;1094,9875536034133;3,6275430877479096
0,0859557025273838;-0,005586008551635995;0,01200653530774734;-21,99299675;1094,473737415223;4,486707025709428
0,014737983754397107;0,015922483732061357;-0,030548303083872984;-30,8152682;1096,2235333913986;2,854154872093943
0,020730881526253866;-0,009898426729739184;-0,027076849838549515;-30,00777131;1095,95114312747;2,99020569239957
0,03827319001907496;0,03874046073839539;0,00819382728209538;-27,89523641;1095,2135929932601;3,45706419696279
0,037857631613888304;0,02980809023472379;0,018721543264658285;-27,99910762;1095,2485722182196;3,431913626468429
0,05584937593815693;-0,018009882363413894;-0,006152165325981594;-25,68052513;1094,579915454794;3,9831760219252743
0,07806168021010215;0,01876964516510913;0,005557624518975364;-22,99810681;1094,337296172589;4,420989271043666
0,07994355014687068;0,017625406600254558;0,004604022792755824;-22,75942162;1094,3565397699824;4,4419977804692365
0,054864681679631024;-0,03630348691528037;0,020329876711744597;-25,79096508;1094,604580449402;3,95886866132831
0,08526052953382923;0,01415932901435964;-0,0030912365633864835;-22,10631582;1094,4508471036345;4,482294568134861
0,028781378062794485;0,020887583580817753;0,02754414651553061;-29,15483463;1095,6512368343665;3,1639339966748423
0,07516326986322197;-0,003123895298108889;-0,006182666451464437;-23,32631871;1094,3233181565793;4,386731102215222
0,0987103877009905;-0,02585552309248248;-0,00786348162596858;-20,44118148;1095,0031035755517;4,473713288450149
0,03737966880988533;-0,0402500622866247;-0,0065738869554103786;-27,96384694;1095,2366651650464;3,4404400074621435
0,015779421436161005;-0,02062242927324665;-0,02762977092894319;-30,57796502;1096,1453467906822;2,8908338779683618
0,026506711861731723;0,017661628837585187;-0,03737045192272476;-29,38520365;1095,7327294690458;3,1144653531085
0,04762570854023626;0,007264442485699976;0,039330918422694754;-26,80445135;1094,8694163118519;3,7228565266474334
0,020382460639359126;-0,02360774852409128;-0,00634128374455069;-30,01155221;1095,9524541085532;2,9894981817338078
0,004694661246625136;0,03269083121412372;0,00396544164304463;-32,01746275;1096,5832161867304;2,7169031978899056
0,09745630632405819;0,0025517161966341646;-0,004226571303304739;-20,59642457;1094,9308448008308;4,480768575124202
0,08725579484218932;0,014804251352318625;-0,0034290462348371287;-21,86484192;1094,502050576591;4,490781555643146
0,012353259187388917;0,007235751076555699;0,029513104457468874;-31,28881537;1096,3733627532583;2,7900168711307742
0,0471298557365401;0,01963248845928226;-0,002068196015005903;-26,77914486;1094,8620579602882;3,728958212389557
0,07781933319600444;0,027223887689806305;-0,029511125481101366;-23,01270592;1094,3363714372904;4,419596695399562
0,006611668001368005;-0,03533664962116328;-0,009929896873829145;-31,6279224;1096,4745357798067;2,7519842904189886
0,03853542954719201;0,01092089431645731;-0,038142088655142306;-27,85384855;1095,1997393456859;3,4671118372297087
0,02448183947965116;-0,020550168771236256;0,015836095021489204;-29,55088423;1095,7912225792747;3,079976226610171
0,01278366052905214;0,034286007353845946;-0,0029352888813011044;-31,02071331;1096,2896378048463;2,824803820123691
0,09738763506961615;-0,024995608127603514;-0,006176697715141085;-20,61199207;1094,9238488470173;4,481411872900317
0,02331984520510627;0,012541609329895675;0,028107503532262726;-29,87024098;1095,9032951014797;3,016351036494541
0,013105623520687153;0,00578775521650406;-0,03548795463540526;-31,0199512;1096,289395555557;2,824908451385511
