X;Y;Z;Temperature;rho;cp
0,05890131331445529;0,002783924671928901;-0,0039181811314926976;-19,96272403;1095,255026545745;4,445136167110348
0,03269158593587829;-0,025653035081153495;-0,0244880925807403;-19,94074622;1095,2676847112155;4,4435953076113535
0,030194945645691813;-0,009503702207138892;0,026965153219166874;-19,9380008;1095,269272772408;4,443401520105525
0,004466278696368427;-0,024553884454730713;0,01047417052630186;-19,91731402;1095,2812876425646;4,441932073702773
0,025019715995790753;0,013143458370702313;0,026239104721748837;-19,93291573;1095,2722181793015;4,443041825517824
0,04503419568741189;0,01826905389450813;-0,0016389795678778823;-19,95077245;1095,2618980366672;4,444300555290539
0,05405940876278997;-0,019744268489504113;-0,0059946178327891075;-19,95870731;1095,25733272927;4,444855949335626
0,05641746227223557;-0,010148673994685345;0,014443996381123038;-19,96058018;1095,2562570239259;4,44498668400734
0,026979047285219496;-0,029565635130918914;0,015171703350600235;-19,93580876;1095,2705418213882;4,443246586546536
0,09784630196285145;0,004939019870663804;-0,003555310661433869;-19,99616129;1095,2359542542083;4,447444448026694
0,0030065356661400904;0,028113259129532865;-0,013400020569873704;-19,91556873;1095,2823052512665;4,441807356039455
0,02235065899305283;0,012082996922597521;0,024744078825815467;-19,93061153;1095,2735545547944;4,442878510602611
0,03249695120714227;-0,008972070880929675;0,02339625812067627;-19,94002071;1095,2681042306995;4,443544124695229
0,034159433644886966;-0,011362415127874666;0,02367045107424929;-19,94148191;1095,2672594219134;4,443647187045123
0,09018175739467153;0,031774310686436144;-0,023647464870209543;-19,98953888;1095,239713819126;4,446990759406198
0,05810411215861677;0,003604516581248664;-0,0016935783581038092;-19,96202785;1095,2554260212107;4,445087644573292
0,017841655655892276;-0,027970343920731756;-0,002928095338593839;-19,92839959;1095,2748384240476;4,442721544680147
0,043884192462140106;-0,005113093734174412;0,005521794431983744;-19,94989663;1095,262402710816;4,444239104402463
0,03572475941870354;0,03096306138497855;0,019159166572300827;-19,94245585;1095,2666965627911;4,44371583658841
