X;Y;Z;Temperature;conductivity
0,05890131331445529;0,002783924671928901;-0,0039181811314926976;-20,07566147;1,0285444503028056
0,03269158593587829;-0,025653035081153495;-0,0244880925807403;-20,12044552;1,028730765735963
0,030194945645691813;-0,009503702207138892;0,026965153219166874;-20,12606795;1,0287539795467722
0,004466278696368427;-0,024553884454730713;0,01047417052630186;-20,16848004;1,0289278246839815
0,025019715995790753;0,013143458370702313;0,026239104721748837;-20,13648081;1,0287968680104418
0,04503419568741189;0,01826905389450813;-0,0016389795678778823;-20,09999518;1,0286459978654188
0,05405940876278997;-0,019744268489504113;-0,0059946178327891075;-20,08383044;1,0285786233912135
0,05641746227223557;-0,010148673994685345;0,014443996381123038;-20,08002494;1,0285627143627591
0,026979047285219496;-0,029565635130918914;0,015171703350600235;-20,13054552;1,0287724382667047
0,09784630196285145;0,004939019870663804;-0,003555310661433869;-20,00778482;1,0282572365049143
0,0030065356661400904;0,028113259129532865;-0,013400020569873704;-20,17207451;1,0289424559842257
0,02235065899305283;0,012082996922597521;0,024744078825815467;-20,14119785;1,0288162522238753
0,03249695120714227;-0,008972070880929675;0,02339625812067627;-20,12193791;1,028736931358073
0,034159433644886966;-0,011362415127874666;0,02367045107424929;-20,11895285;1,0287245962062745
0,09018175739467153;0,031774310686436144;-0,023647464870209543;-20,02121611;1,0283145347501843
0,05810411215861677;0,003604516581248664;-0,0016935783581038092;-20,07707806;1,0285503823289166
0,017841655655892276;-0,027970343920731756;-0,002928095338593839;-20,14571054;1,0288347708066217
0,043884192462140106;-0,005113093734174412;0,005521794431983744;-20,10178101;1,0286534210815836
0,03572475941870354;0,03096306138497855;0,019159166572300827;-20,11697193;1,028716404343204
0,011170145213646074;0,004651719545380601;-0,03535428109509209;-20,15919764;1,0288899669780072
0,036249565724988976;0,039381549437392;0,007631737381278245;-20,1156679;1,0287110089921707
0,05303181874836359;-0,0322779289141507;-0,0020118252480414685;-20,08553188;1,0285857304622623
0,04440580881986191;0,0064382658590518595;0,026564219335664108;-20,10150792;1,0286522861804774
0,0859557025273838;-0,005586008551635995;0,01200653530774734;-20,02856048;1,0283457686982993
0,014737983754397107;0,015922483732061357;-0,030548303083872984;-20,15306649;1,0288649030400212
0,020730881526253866;-0,009898426729739184;-0,027076849838549515;-20,14125421;1,0288164836581883
0,03827319001907496;0,03874046073839539;0,00819382728209538;-20,11212785;1,028696351575092
0,037857631613888304;0,02980809023472379;0,018721543264658285;-20,11316827;1,0287006610121685
0,05584937593815693;-0,018009882363413894;-0,006152165325981594;-20,08074955;1,0285657450393932
0,07806168021010215;0,01876964516510913;0,005557624518975364;-20,04242319;1,028404536484661
0,07994355014687068;0,017625406600254558;0,004604022792755824;-20,03912719;1,0283905859865685
0,054864681679631024;-0,03630348691528037;0,020329876711744597;-20,08253008;1,0285731892708043
0,08526052953382923;0,01415932901435964;-0,0030912365633864835;-20,02978402;1,0283509654401517
0,028781378062794485;0,020887583580817753;0,02754414651553061;-20,12984877;1,0287695675557107
0,07516326986322197;-0,003123895298108889;-0,006182666451464437;-20,04730769;1,0284251850377362
0,0987103877009905;-0,02585552309248248;-0,00786348162596858;-20,00624535;1,028250654368057
0,03737966880988533;-0,0402500622866247;-0,0065738869554103786;-20,11235972;1,0286973120934289
0,015779421436161005;-0,02062242927324665;-0,02762977092894319;-20,14928352;1,028849415200956
0,026506711861731723;0,017661628837585187;-0,03737045192272476;-20,1322189;1,0287793303742867
0,04762570854023626;0,007264442485699976;0,039330918422694754;-20,09597516;1,0286292731091593
0,020382460639359126;-0,02360774852409128;-0,00634128374455069;-20,14146126;1,0288173338656104
0,004694661246625136;0,03269083121412372;0,00396544164304463;-20,17001924;1,0289340919351175
0,09745630632405819;0,0025517161966341646;-0,004226571303304739;-20,0084558;1,0282601044160296
0,08725579484218932;0,014804251352318625;-0,0034290462348371287;-20,02629597;1,0283361455784674
0,012353259187388917;0,007235751076555699;0,029513104457468874;-20,16005536;1,0288934695945633
0,0471298557365401;0,01963248845928226;-0,002068196015005903;-20,09635423;1,0286308510334
