X;Y;Z;Temperature;conductivity
0,05890131331445529;0,002783924671928901;-0,0039181811314926976;-20,07561203;1,0285442432376741
0,03269158593587829;-0,025653035081153495;-0,0244880925807403;-20,12036709;1,0287304416552785
0,030194945645691813;-0,009503702207138892;0,026965153219166874;-20,12598593;1,0287536411713365
0,004466278696368427;-0,024553884454730713;0,01047417052630186;-20,16837096;1,0289273804485104
0,025019715995790753;0,013143458370702313;0,026239104721748837;-20,13639212;1,0287965032844093
0,04503419568741189;0,01826905389450813;-0,0016389795678778823;-20,09992995;1,028645726676139
0,05405940876278997;-0,019744268489504113;-0,0059946178327891075;-20,08377568;1,0285783946225748
0,05641746227223557;-0,010148673994685345;0,014443996381123038;-20,07997267;1,028562495722622
0,026979047285219496;-0,029565635130918914;0,015171703350600235;-20,13046061;1,0287720884619558
0,09784630196285145;0,004939019870663804;-0,003555310661433869;-20,00777972;1,028257214710156
0,0030065356661400904;0,028113259129532865;-0,013400020569873704;-20,17196317;1,0289420029882448
0,02235065899305283;0,012082996922597521;0,024744078825815467;-20,14110615;1,0288158756353702
0,03249695120714227;-0,008972070880929675;0,02339625812067627;-20,12185854;1,0287366035105405
0,034159433644886966;-0,011362415127874666;0,02367045107424929;-20,1188754;1,0287242760057902
0,09018175739467153;0,031774310686436144;-0,023647464870209543;-20,02120222;1,0283144756172247
0,05810411215861677;0,003604516581248664;-0,0016935783581038092;-20,07702771;1,0285501714974108
0,017841655655892276;-0,027970343920731756;-0,002928095338593839;-20,14561592;1,028834382772095
0,043884192462140106;-0,005113093734174412;0,005521794431983744;-20,10171463;1,0286531452314605
0,03572475941870354;0,03096306138497855;0,019159166572300827;-20,11689577;1,0287160892876166
0,011170145213646074;0,004651719545380601;-0,03535428109509209;-20,15909445;1,0288895455202174
0,036249565724988976;0,039381549437392;0,007631737381278245;-20,11559256;1,0287106972341302
0,05303181874836359;-0,0322779289141507;-0,0020118252480414685;-20,08547602;1,028585497182521
0,04440580881986191;0,0064382658590518595;0,026564219335664108;-20,10144174;1,0286520111404742
0,0859557025273838;-0,005586008551635995;0,01200653530774734;-20,02854178;1,0283456892642908
0,014737983754397107;0,015922483732061357;-0,030548303083872984;-20,15296719;1,0288644967315428
0,020730881526253866;-0,009898426729739184;-0,027076849838549515;-20,14116245;1,0288161068298975
0,03827319001907496;0,03874046073839539;0,00819382728209538;-20,1120548;1,0286960489338033
0,037857631613888304;0,02980809023472379;0,018721543264658285;-20,11309456;1,0287003557486005
0,05584937593815693;-0,018009882363413894;-0,006152165325981594;-20,0806968;1,0285655244287797
0,07806168021010215;0,01876964516510913;0,005557624518975364;-20,04239544;1,028404419082828
0,07994355014687068;0,017625406600254558;0,004604022792755824;-20,03910159;1,0283904775831265
0,054864681679631024;-0,03630348691528037;0,020329876711744597;-20,08247618;1,0285729639767784
0,08526052953382923;0,01415932901435964;-0,0030912365633864835;-20,02976453;1,0283508826549137
0,028781378062794485;0,020887583580817753;0,02754414651553061;-20,12976433;1,0287692196116045
0,07516326986322197;-0,003123895298108889;-0,006182666451464437;-20,04727673;1,0284250542680635
0,0987103877009905;-0,02585552309248248;-0,00786348162596858;-20,00624126;1,028250636879657
0,03737966880988533;-0,0402500622866247;-0,0065738869554103786;-20,1122865;1,0286970088144047
0,015779421436161005;-0,02062242927324665;-0,02762977092894319;-20,14918664;1,0288490183329282
0,026506711861731723;0,017661628837585187;-0,03737045192272476;-20,13213292;1,0287789763529642
0,04762570854023626;0,007264442485699976;0,039330918422694754;-20,09591256;1,0286290125058857
0,020382460639359126;-0,02360774852409128;-0,00634128374455069;-20,14136936;1,0288169564726346
0,004694661246625136;0,03269083121412372;0,00396544164304463;-20,16990919;1,0289336439298893
0,09745630632405819;0,0025517161966341646;-0,004226571303304739;-20,00845027;1,0282600807554125
0,08725579484218932;0,014804251352318625;-0,0034290462348371287;-20,02627876;1,0283360724062969
0,012353259187388917;0,007235751076555699;0,029513104457468874;-20,15995163;1,0288930460404848
0,0471298557365401;0,01963248845928226;-0,002068196015005903;-20,09629136;1,0286305893558931
0,07781933319600444;0,027223887689806305;-0,029511125481101366;-20,04276745;1,0284059927751525
0,006611668001368005;-0,03533664962116328;-0,009929896873829145;-20,16418162;1,0289103070878431
0,03853542954719201;0,01092089431645731;-0,038142088655142306;-20,11093998;1,0286914297627758
0,02448183947965116;-0,020550168771236256;0,015836095021489204;-20,13501477;1,0287908378343151
0,01278366052905214;0,034286007353845946;-0,0029352888813011044;-20,15579953;1,0288760813570854
0,09738763506961615;-0,024995608127603514;-0,006176697715141085;-20,00853698;1,0282604513573204
0,02331984520510627;0,012541609329895675;0,028107503532262726;-20,13964861;1,028809888798765
0,013105623520687153;0,00578775521650406;-0,03548795463540526;-20,15577098;1,028875964666582
0,027814374795749126;0,020608695242597456;0,029799954661181474;-20,13166617;1,028777054260362
0,021618442799588425;0,012685209590387311;0,026907851187725273;-20,14271045;1,0288224622186386
0,029918112116397562;0,014414672798017555;-0,005915908881519356;-20,12603989;1,0287538637698876
0,09244014115482069;0,03269080090999991;-0,023335345992934742;-20,0172629;1,0282976941834163
0,07270653891059231;0,01796168321687704;0,006186473039840814;-20,05174613;1,0284439216910644
0,028264702668149566;0,013939982802466232;-0,004846136007763098;-20,12891626;1,0287657245605715
0,06833999754275455;-0,00974368150229563;0,03878031047721278;-20,05939283;1,0284761433565681
0,08261557485458593;-0,008234413324685533;0,029647731340307258;-20,03441156;1,0283706027952628
0,02822598884149629;0,01786393277149357;-0,03901087567207527;-20,12909513;1,0287664617936119
0,03570567416010573;-0,02174470170047537;0,027237826164897283;-20,11593963;1,028712133469243
0,0665695157459506;0,008721730923815466;0,01574544834888816;-20,06247946;1,0284891288532758
0,04998834239147501;0,04048175894706034;0,0016973498993964485;-20,09142872;1,0286103338339834
0,028856830829780293;0,016046871658012662;-0,004958434819457084;-20,12793374;1,0287616742740524
0,004942161801245016;0,033649016898977764;0,001810959780656525;-20,16930919;1,0289312011529244
