Step;Tiempo;Temperatura
0;0,0;299,15
1;7500,0;269,675004734727
2;15000,0;264,95825287222647
3;22500,0;262,3443674522642
4;30000,0;259,28213352929214
5;37500,0;256,7399934676807
6;45000,0;255,21970999730257
7;52500,0;254,38366591456406
8;60000,0;253,8477756483018
9;67500,0;253,57825785343053
10;75000,0;253,3767900503093
